file	width	height
VGM001000391_02_n	1145	895
VGM001000392_01_n	1139	891
VGM001000392_02_n	1145	893
VGM001000393_01_n	1145	894
VGM001000393_02_n	1145	891
VGM001000394_01_n	591	899
VGM001000394_02_n	602	889
VGM001000395_01_n	1145	892
VGM001000395_02_n	1145	895
VGM001000396_01_n	1145	893
VGM001000396_02_n	1145	889
VGM001000397_01_n	1129	878
VGM001000397_02_n	1145	889
VGM001000398_01_n	595	893
VGM001000398_02_n	598	885
VGM001000399_01_n	1145	903
VGM001000399_02_n	1145	903
VGM001000400_01_n	1133	891
VGM001000400_02_n	1120	883
VGM001000401_01_n	1112	879
VGM001000401_02_n	1109	875
VGM001000402_01_n	1142	883
VGM001000402_02_n	1141	885
VGM001000403_01_n	592	879
VGM001000403_02_n	589	879
VGM001000404_01_n	1131	885
VGM001000404_02_n	1128	881
VGM001000405_01_n	1117	883
VGM001000405_02_n	1116	879
VGM001000406_01_n	1114	883
VGM001000406_02_n	1113	879
VGM001000407_01_n	573	882
VGM001000407_02_n	574	885
VGM001000408_01_n	1121	876
VGM001000408_02_n	1126	876
VGM001000409_01_n	1131	885
VGM001000409_02_n	1128	883
VGM001000410_01_n	1134	888
VGM001000410_02_n	1127	876
VGM001000411_01_n	588	877
VGM001000411_02_n	589	883
VGM001000412_01_n	1130	889
VGM001000412_02_n	1126	879
VGM001000413_01_n	577	883
VGM001000413_02_n	575	882
VGM001000414_01_n	1129	875
VGM001000414_02_n	1127	886
VGM001000415_01_n	1116	888
VGM001000415_02_n	1116	883
VGM001000416_01_n	1127	885
VGM001000416_02_n	1120	882
VGM001000417_01_n	1137	889
VGM001000417_02_n	1140	883
VGM001000418_01_n	1133	889
VGM001000418_02_n	1138	885
VGM001000419_01_n	886	575
VGM001000419_02_n	889	578
VGM001000420_01_n	1138	878
VGM001000420_02_n	1141	882
VGM001000421_01_n	592	884
VGM001000421_02_n	588	881
VGM001000422_01_n	1144	885
VGM001000422_02_n	1148	888
VGM001000423_01_n	585	886
VGM001000423_02_n	587	888
VGM001000424_01_n	1145	890
VGM001000424_02_n	1138	892
VGM001000425_01_n	591	398
VGM001000425_02_n	599	404
VGM001000426_01_n	1140	886
VGM001000426_02_n	1138	888
VGM001000427_01_n	1135	890
VGM001000427_02_n	1138	888
VGM001000428_01_n	588	889
VGM001000428_02_n	585	883
VGM001000429_01_n	1141	882
VGM001000429_02_n	1131	886
VGM001000430_01_n	1133	911
VGM001000430_02_n	1131	907
VGM001000431_01_n	585	885
VGM001000431_02_n	592	886
VGM001000432_01_n	1142	888
VGM001000432_02_n	1147	888
VGM001000433_01_n	1147	888
VGM001000433_02_n	1142	883
VGM001000434_01_n	1140	892
VGM001000434_02_n	1135	890
VGM001000435_01_n	1151	892
VGM001000435_02_n	1152	895
VGM001000436_01_n	587	892
VGM001000436_02_n	582	888
VGM001000437_01_n	1133	900
VGM001000437_02_n	1138	900
VGM001000438_01_n	1148	885
VGM001000438_02_n	1145	893
VGM001000439_01_n	1152	888
VGM001000439_02_n	1151	892
VGM001000440_01_n	591	885
VGM001000440_02_n	595	883
VGM001000441_01_n	1120	885
VGM001000441_02_n	1121	881
VGM001000442_01_n	1133	889
VGM001000442_02_n	1131	892
VGM001000443_01_n	1145	882
VGM001000443_02_n	1142	879
VGM001000444_01_n	1141	886
VGM001000444_02_n	1145	885
VGM001000445_01_n	1147	886
VGM001000445_02_n	1145	882
VGM001000446_01_n	1142	885
VGM001000446_02_n	1141	881
VGM001000447_01_n	1145	886
VGM001000447_02_n	1145	885
VGM001000448_01_n	1141	885
VGM001000448_02_n	1147	889
VGM001000448r_01_n	1141	885
VGM001000449_01_n	599	397
VGM001000449_02_n	591	395
VGM001000450_01_n	1142	887
VGM001000450_02_n	1145	892
VGM001000451_01_n	1144	882
VGM001000451_02_n	1148	889
VGM001000452_01_n	594	882
VGM001000452_02_n	591	883
VGM001000453_01_n	1151	883
VGM001000453_02_n	1156	888
VGM001000454_01_n	1155	890
VGM001000454_02_n	1154	892
VGM001000455_01_n	1138	896
VGM001000455_02_n	1140	896
VGM001000456_01_n	1134	889
VGM001000456_02_n	1133	897
VGM001000457_01_n	1156	892
VGM001000457_02_n	1155	892
VGM001000458_01_n	1137	890
VGM001000458_02_n	1133	896
VGM001000459_01_n	1138	890
VGM001000459_02_n	1137	886
VGM001000460_01_n	1137	885
VGM001000460_02_n	1141	892
VGM001000461_01_n	1134	892
VGM001000461_02_n	1137	889
VGM001000462_01_n	1145	892
VGM001000462_02_n	1142	886
VGM001000463_01_n	1135	890
VGM001000463_02_n	1134	890
VGM001000464_01_n	1135	886
VGM001000464_02_n	1135	888
VGM001000465_01_n	1131	889
VGM001000465_02_n	1133	890
VGM001000466_01_n	1133	893
VGM001000466_02_n	1131	890
VGM001000467_01_n	1135	893
VGM001000467_02_n	1134	893
VGM001000468_01_n	1141	888
VGM001000468_02_n	1141	889
VGM001000469_01_n	1133	885
VGM001000469_02_n	1135	893
VGM001000470_01_n	588	889
VGM001000470_02_n	580	883
VGM001000471_01_n	1140	899
VGM001000471_02_n	1134	895
VGM001000472_01_n	1140	896
VGM001000472_02_n	1131	892
VGM001000473_01_n	1140	897
VGM001000473_02_n	1133	895
VGM001000474_01_n	1141	892
VGM001000474_02_n	1133	892
VGM001000475_01_n	566	890
VGM001000475_02_n	608	892
VGM001000476_01_n	1145	889
VGM001000476_02_n	1134	888
VGM001000477_01_n	1128	888
VGM001000477_02_n	1128	889
VGM001000478_01_n	1138	888
VGM001000478_02_n	1134	889
VGM001000479_01_n	887	568
VGM001000479_02_n	892	579
VGM001000480_01_n	1130	886
VGM001000480_02_n	1128	888
VGM001000481_01_n	1133	893
VGM001000481_02_n	1134	896
VGM001000482_01_n	1123	889
VGM001000482_02_n	1128	893
VGM001000483_01_n	1133	890
VGM001000483_02_n	1127	895
VGM001000484_01_n	583	887
VGM001000484_02_n	592	895
VGM001000485_01_n	1130	890
VGM001000485_02_n	1128	895
VGM001000486_01_n	1131	890
VGM001000486_02_n	1133	890
VGM001000487_01_n	1135	893
VGM001000487_02_n	1137	895
VGM001000487_02_nL	567	895
VGM001000487_02_nR	568	895
VGM001000488_01_n	1135	892
VGM001000488_02_n	1133	899
VGM001000489_01_n	1128	892
VGM001000489_02_n	1130	893
VGM001000490_01_n	1127	897
VGM001000490_02_n	1127	899
VGM001000491_01_n	897	570
VGM001000491_02_n	895	572
VGM001000492_01_n	1135	880
VGM001000492_02_n	1128	882
VGM001000493_01_n	1232	960
VGM001000493_02_n	1236	958
VGM001000494_01_n	639	237
VGM001000494_02_n	641	247
VGM001000495_01_n	1140	896
VGM001000495_02_n	1141	900
VGM001000496_01_n	1071	836
VGM001000496_02_n	1065	834
VGM001000497_01_n	550	837
VGM001000497_02_n	552	841
VGM001000498_01_n	605	896
VGM001000498_02_n	603	896
VGM001000499_01_n	1137	886
VGM001000499_02_n	1133	885
VGM001000500_01_n	473	798
VGM001000500_02_n	482	802
VGM001000501_01_n	479	801
VGM001000501_02_n	477	802
VGM001000502_01_n	584	881
VGM001000502_02_n	592	892
VGM001000503_01_n	1128	881
VGM001000503_02_n	1142	893
VGM001000504_01_n	1134	885
VGM001000504_02_n	1141	890
VGM001000505_01_n	1128	895
VGM001000505_02_n	1121	890
VGM001000506_01_n	580	461
VGM001000506_02_n	584	457
VGM001000507_01_n	1127	890
VGM001000507_02_n	1120	889
VGM001000508_01_n	590	397
VGM001000508_02_n	599	403
VGM001000509_01_n	1134	892
VGM001000509_02_n	1133	886
VGM001000510_01_n	1147	890
VGM001000510_02_n	1145	890
VGM001000511_01_n	1149	899
VGM001000511_02_n	1142	893
VGM001000512_01_n	579	894
VGM001000512_02_n	588	895
VGM001000513_01_n	1144	896
VGM001000513_02_n	1145	893
VGM001000514_01_n	1130	895
VGM001000514_02_n	1133	895
VGM001000515_01_n	1144	896
VGM001000515_02_n	1142	895
VGM001000516_01_n	1133	886
VGM001000516_02_n	1128	885
VGM001000517_01_n	1135	890
VGM001000517_02_n	1138	900
VGM001000518_01_n	1142	903
VGM001000518_02_n	1140	895
VGM001000519_01_n	602	895
VGM001000519_02_n	606	896
VGM001000520_01_n	1138	896
VGM001000520_02_n	1138	897
VGM001000521_01_n	1140	895
VGM001000521_02_n	1134	888
VGM001000522_01_n	578	454
VGM001000522_02_n	577	457
VGM001000523_01_n	578	461
VGM001000523_02_n	589	457
VGM001000524_01_n	1141	902
VGM001000524_02_n	1138	903
VGM001000525_01_n	591	721
VGM001000525_02_n	590	719
VGM001000526_01_n	1148	897
VGM001000526_02_n	1138	899
VGM001000527_01_n	1136	886
VGM001000527_02_n	1141	889
VGM001000528_01_n	1138	880
VGM001000528_02_n	1138	885
VGM001000529_01_n	892	580
VGM001000529_02_n	903	585
VGM001000530_01_n	1140	903
VGM001000530_02_n	1133	896
VGM001000531_01_n	1132	892
VGM001000531_02_n	1133	899
VGM001000532_01_n	1128	882
VGM001000532_02_n	1124	889
VGM001000533_01_n	1126	886
VGM001000533_02_n	1121	896
VGM001000534_01_n	1121	895
VGM001000534_02_n	1117	895
VGM001000535_01_n	1123	885
VGM001000535_02_n	1120	885
VGM001000536_01_n	1128	893
VGM001000536_02_n	1127	896
VGM001000537_01_n	1101	877
VGM001000537_02_n	1106	873
VGM001000538_01_n	1149	889
VGM001000538_02_n	1145	886
VGM001000539_01_n	1128	893
VGM001000539_02_n	1130	893
VGM001000540_01_n	1127	895
VGM001000540_02_n	1120	886
VGM001000541_01_n	588	883
VGM001000541_02_n	588	886
VGM001000542_01_n	1139	893
VGM001000542_02_n	1142	889
VGM001000543_01_n	587	886
VGM001000543_02_n	587	886
VGM001000544_01_n	591	890
VGM001000544_02_n	585	892
VGM001000545_01_n	603	892
VGM001000545_02_n	601	895
VGM001000546_01_n	1149	893
VGM001000546_02_n	1146	888
VGM001000547_01_n	587	883
VGM001000547_02_n	591	885
VGM001000548_01_n	1110	888
VGM001000548_02_n	1107	887
VGM001000549_01_n	580	885
VGM001000549_02_n	571	879
VGM001000550_01_n	580	892
VGM001000550_02_n	583	890
VGM001000551_01_n	451	595
VGM001000551_02_n	464	601
VGM001000552_01_n	488	322
VGM001000552_02_n	489	326
VGM001000553_01_n	1128	879
VGM001000553_02_n	1132	888
VGM001000554_01_n	580	879
VGM001000554_02_n	586	879
VGM001000555_01_n	1101	888
VGM001000555_02_n	1101	887
VGM001000556_01_n	1114	879
VGM001000556_02_n	1113	879
VGM001000557_01_n	1106	884
VGM001000557_02_n	1105	883
VGM001000558_01_n	1101	879
VGM001000558_02_n	1105	883
VGM001000559_01_n	1121	889
VGM001000559_02_n	1132	898
VGM001000560_01_n	1132	891
VGM001000560_02_n	1131	890
VGM001000561_01_n	887	559
VGM001000561_02_n	886	563
VGM001000562_01_n	1123	885
VGM001000562_02_n	1128	889
VGM001000563_01_n	586	889
VGM001000563_02_n	576	887
VGM001000564_01_n	1132	890
VGM001000564_02_n	1132	897
VGM001000565_01_n	1096	892
VGM001000565_02_n	1097	893
VGM001000566_01_n	943	752
VGM001000566_02_n	942	753
VGM001000567_01_n	1128	893
VGM001000567_02_n	1133	896
VGM001000568_01_n	1134	896
VGM001000568_02_n	1131	900
VGM001000569_01_n	585	887
VGM001000569_02_n	576	879
VGM001000570_01_n	1128	883
VGM001000570_02_n	1132	882
VGM001000571_01_n	1126	883
VGM001000571_02_n	1126	879
VGM001000572_01_n	1131	859
VGM001000572_02_n	1132	859
VGM001000573_01_n	1108	886
VGM001000573_02_n	1111	884
VGM001000574_01_n	894	567
VGM001000574_02_n	888	565
VGM001000575_01_n	887	557
VGM001000575_02_n	889	559
VGM001000576_01_n	1131	884
VGM001000576_02_n	1133	883
VGM001000577_01_n	1132	879
VGM001000577_02_n	1131	881
VGM001000578_01_n	1120	893
VGM001000578_02_n	1119	890
VGM001000579_01_n	1129	888
VGM001000579_02_n	1128	879
VGM001000580_01_n	589	886
VGM001000580_02_n	583	884
VGM001000581_01_n	1122	887
VGM001000581_02_n	1120	886
VGM001000582_01_n	260	343
VGM001000582_02_n	268	345
VGM001000583_01_n	1115	879
VGM001000583_02_n	1113	879
VGM001000584_01_n	1116	883
VGM001000584_02_n	1116	874
VGM001000585_01_n	582	879
VGM001000585_02_n	580	879
VGM001000586_01_n	1131	897
VGM001000586_02_n	1123	897
VGM001000587_01_n	1103	884
VGM001000587_02_n	1101	883
VGM001000588_01_n	1121	888
VGM001000588_02_n	1128	887
VGM001000589_01_n	1127	884
VGM001000589_02_n	1129	888
VGM001000590_01_n	575	879
VGM001000590_02_n	581	879
VGM001000591_01_n	1114	889
VGM001000591_02_n	1112	887
VGM001000592_01_n	1132	886
VGM001000592_02_n	1127	885
VGM001000593_01_n	580	882
VGM001000593_02_n	568	880
VGM001000594_01_n	1154	875
VGM001000594_02_n	1150	879
VGM001000595_01_n	1132	895
VGM001000595_02_n	1126	889
VGM001000596_01_n	570	887
VGM001000596_02_n	566	887
VGM001000597_01_n	1103	884
VGM001000597_01_nL	551	884
VGM001000597_01_nR	553	884
VGM001000597_02_n	1101	886
VGM001000598_01_n	1129	898
VGM001000598_02_n	1128	894
VGM001000599_01_n	1149	879
VGM001000599_02_n	1150	886
VGM001000600_01_n	1150	888
VGM001000600_02_n	1152	884
VGM001000601_01_n	564	893
VGM001000601_02_n	581	892
VGM001000602_01_n	1125	894
VGM001000602_02_n	1125	900
VGM001000603_01_n	1121	895
VGM001000603_02_n	1123	893
VGM001000604_01_n	1138	907
VGM001000604_02_n	1126	897
VGM001000605_01_n	1114	897
VGM001000605_02_n	1121	900
VGM001000606_01_n	1106	879
VGM001000606_02_n	1107	886
VGM001000607_01_n	1118	885
VGM001000607_02_n	1112	882
VGM001000608_01_n	1129	900
VGM001000608_02_n	1120	902
VGM001000609_01_n	1121	894
VGM001000609_02_n	1116	897
VGM001000610_01_n	1130	897
VGM001000610_02_n	1118	907
VGM001000611_01_n	1117	892
VGM001000611_02_n	1126	896
VGM001000612_01_n	1112	886
VGM001000612_02_n	1111	891
VGM001000613_01_n	583	894
VGM001000613_02_n	581	883
VGM001000614_01_n	619	362
VGM001000614_02_n	617	362
VGM001000615_01_n	1103	886
VGM001000615_02_n	1101	887
VGM001000616_01_n	1123	904
VGM001000616_02_n	1125	902
VGM001000617_01_n	1107	886
VGM001000617_02_n	1112	890
VGM001000618_01_n	1107	850
VGM001000618_02_n	1121	860
VGM001000619_01_n	1141	907
VGM001000619_02_n	1147	905
VGM001000620_01_n	1133	893
VGM001000620_02_n	1127	893
VGM001000621_01_n	1133	890
VGM001000621_02_n	1137	895
VGM001000622_01_n	1126	897
VGM001000622_02_n	1137	907
VGM001000623_01_n	728	573
VGM001000623_02_n	741	580
VGM001000624_01_n	1131	911
VGM001000624_02_n	1133	909
VGM001000625_01_n	1127	904
VGM001000625_02_n	1108	897
VGM001000626_01_n	602	907
VGM001000626_02_n	581	898
VGM001000627_01_n	1121	903
VGM001000627_02_n	1131	907
VGM001000628_01_n	1123	902
VGM001000628_02_n	1127	720
VGM001000629_01_n	584	627
VGM001000629_02_n	602	734
VGM001000630_01_n	1131	718
VGM001000630_02_n	1133	812
VGM001000631_01_n	1123	721
VGM001000631_02_n	1123	806
VGM001000632_01_n	1107	891
VGM001000632_02_n	1111	887
VGM001000633_01_n	1106	887
VGM001000633_01_nL	553	887
VGM001000633_01_nR	552	887
VGM001000633_02_n	1105	885
VGM001000633_02_nL	558	885
VGM001000633_02_nR	548	885
VGM001000634_01_n	1120	892
VGM001000634_02_n	1122	895
VGM001000635_01_n	1127	909
VGM001000635_02_n	1135	915
VGM001000636_01_n	1121	899
VGM001000636_02_n	1129	904
VGM001000637_01_n	1105	891
VGM001000637_02_n	1098	892
VGM001000638_01_n	1132	895
VGM001000638_02_n	1124	899
VGM001000639_01_n	1135	907
VGM001000639_02_n	1142	913
VGM001000640_01_n	1138	909
VGM001000640_02_n	1125	902
VGM001000641_01_n	592	900
VGM001000641_02_n	587	900
VGM001000642_01_n	1119	895
VGM001000642_02_n	1119	898
VGM001000643_01_n	1152	911
VGM001000643_02_n	1152	911
VGM001000644_01_n	1133	908
VGM001000644_02_n	1127	904
VGM001000645_01_n	1128	901
VGM001000645_02_n	1133	907
VGM001000646_01_n	1117	896
VGM001000646_02_n	1140	908
VGM001000647_01_n	1117	904
VGM001000647_02_n	1111	895
VGM001000648_01_n	1110	900
VGM001000648_02_n	1114	902
VGM001000649_01_n	1127	883
VGM001000649_02_n	1131	879
VGM001000650_01_n	1131	883
VGM001000650_02_n	1117	877
VGM001000651_01_n	1152	903
VGM001000651_02_n	1152	902
VGM001000652_01_n	587	890
VGM001000652_02_n	595	887
VGM001000653_01_n	604	892
VGM001000653_02_n	604	894
VGM001000654_01_n	1161	905
VGM001000654_02_n	1152	896
VGM001000655_01_n	1154	902
VGM001000655_02_n	1159	909
VGM001000656_01_n	1793	1177
VGM001000656_02_n	1795	1162
VGM001000657_01_n	1151	908
VGM001000657_02_n	1154	903
VGM001000658_01_n	1148	904
VGM001000658_02_n	1152	904
VGM001000659_01_n	1143	906
VGM001000659_02_n	1152	919
VGM001000660_01_n	1155	900
VGM001000660_02_n	1152	898
VGM001000661_01_n	1173	913
VGM001000661_02_n	1173	919
VGM001000662_01_n	1156	891
VGM001000662_02_n	1158	897
VGM001000663_01_n	1145	881
VGM001000663_02_n	1146	882
VGM001000664_01_n	1125	895
VGM001000664_02_n	1130	894
VGM001000665_01_n	1122	894
VGM001000665_02_n	1133	898
VGM001000666_01_n	1162	902
VGM001000666_02_n	1169	907
VGM001000667_01_n	1143	919
VGM001000667_02_n	1162	925
VGM001000668_01_n	1128	891
VGM001000668_02_n	1152	911
VGM001000669_01_n	1175	917
VGM001000669_02_n	1175	919
VGM001000670_01_n	1150	888
VGM001000670_02_n	1156	897
VGM001000671_01_n	1135	900
VGM001000671_02_n	1128	905
VGM001000672_01_n	1139	915
VGM001000672_02_n	1130	904
VGM001000673_01_n	1164	919
VGM001000673_02_n	1167	934
VGM001000674_01_n	1164	925
VGM001000674_02_n	1173	934
VGM001000675_01_n	850	478
VGM001000675_02_n	852	475
VGM001000676_01_n	1356	1058
VGM001000676_02_n	1364	1072
VGM001000677_01_n	961	772
VGM001000677_02_n	957	765
VGM001000678_01_n	969	765
VGM001000678_02_n	978	785
VGM001000679_01_n	1131	900
VGM001000679_02_n	1127	894
VGM001000680_01_n	1137	904
VGM001000680_02_n	1139	907
VGM001000681_01_n	1117	892
VGM001000681_02_n	1135	907
VGM001000682_01_n	1003	778
VGM001000682_02_n	995	772
VGM001000683_01_n	1169	923
VGM001000683_02_n	1164	928
VGM001000684_01_n	1152	919
VGM001000684_02_n	1164	916
VGM001000685_01_n	1152	919
VGM001000685_02_n	1150	910
VGM001000686_01_n	1135	875
VGM001000686_02_n	1137	883
VGM001000687_01_n	1137	883
VGM001000687_02_n	1135	883
VGM001000688_01_n	1131	888
VGM001000688_02_n	1122	864
VGM001000688_02_nL	562	864
VGM001000688_02_nR	560	864
VGM001000689_01_n	1146	894
VGM001000689_02_n	1146	894
VGM001000690_01_n	1146	896
VGM001000690_02_n	1135	898
VGM001000691_01_n	596	885
VGM001000691_02_n	596	893
VGM001000692_01_n	1119	868
VGM001000692_02_n	1130	881
VGM001000693_01_n	1151	893
VGM001000693_02_n	1151	888
VGM001000694_01_n	1161	898
VGM001000694_02_n	1151	893
VGM001000695_01_n	1151	893
VGM001000695_02_n	1151	900
VGM001000696_01_n	932	739
VGM001000696_02_n	944	737
VGM001000697_01_n	1149	897
VGM001000697_02_n	1161	902
VGM001000698_01_n	933	739
VGM001000698_02_n	944	745
VGM001000699_01_n	1166	918
VGM001000699_02_n	1159	907
VGM001000700_01_n	1134	874
VGM001000700_02_n	1120	872
VGM001000701_01_n	1127	879
VGM001000701_02_n	1135	869
VGM001000702_01_n	1128	869
VGM001000702_02_n	1126	866
VGM001000703_01_n	1125	870
VGM001000703_02_n	1125	869
VGM001000704_01_n	1131	868
VGM001000704_02_n	1127	868
VGM001000705_01_n	1119	859
VGM001000705_02_n	1125	867
VGM001000706_01_n	1120	869
VGM001000706_02_n	1128	873
VGM001000707_01_n	1124	873
VGM001000707_02_n	1120	871
VGM001000708_01_n	1121	869
VGM001000708_02_n	1117	861
VGM001000709_01_n	1120	863
VGM001000709_02_n	1130	872
VGM001000710_01_n	1120	865
VGM001000710_02_n	1116	863
VGM001000711_01_n	596	860
VGM001000711_02_n	609	870
VGM001000712_01_n	574	865
VGM001000712_02_n	582	866
VGM001000713_01_n	1122	872
VGM001000713_02_n	1117	866
VGM001000714_01_n	1126	871
VGM001000714_02_n	1126	866
VGM001000715_01_n	1122	859
VGM001000715_02_n	1128	865
VGM001000716_01_n	1110	846
VGM001000716_02_n	1105	852
VGM001000717_01_n	574	864
VGM001000717_02_n	578	868
VGM001000718_01_n	1140	866
VGM001000718_02_n	1126	860
VGM001000719_01_n	594	876
VGM001000719_02_n	609	888
VGM001000720_01_n	1120	861
VGM001000720_02_n	1120	858
VGM001000721_01_n	1129	867
VGM001000721_02_n	1128	868
VGM001000722_01_n	1532	1009
VGM001000722_02_n	1534	1014
VGM001000723_01_n	943	740
VGM001000723_02_n	932	745
VGM001000724_01_n	1751	1143
VGM001000724_02_n	1747	1145
VGM001000725_01_n	1119	891
VGM001000725_02_n	1142	902
VGM001000726_01_n	1124	872
VGM001000726_02_n	1117	872
VGM001000727_01_n	1127	859
VGM001000727_02_n	1126	862
VGM001000728_01_n	1124	872
VGM001000728_02_n	1116	860
VGM001000729_01_n	592	902
VGM001000729_02_n	597	900
VGM001000730_01_n	941	743
VGM001000730_02_n	941	746
VGM001000731_01_n	939	742
VGM001000731_02_n	937	742
VGM001000732_01_n	1141	894
VGM001000732_02_n	1138	900
VGM001000733_01_n	595	893
VGM001000733_02_n	588	906
VGM001000734_01_n	1151	895
VGM001000734_02_n	1151	904
VGM001000735_01_n	1139	891
VGM001000735_02_n	1151	902
VGM001000736_01_n	1114	862
VGM001000736_02_n	1109	869
VGM001000737_01_n	1132	890
VGM001000737_02_n	1132	890
VGM001000738_01_n	1136	889
VGM001000738_02_n	1133	883
VGM001000739_01_n	1138	890
VGM001000739_02_n	1134	894
VGM001000740_01_n	591	895
VGM001000740_02_n	590	890
VGM001000741_01_n	1137	888
VGM001000741_02_n	1131	893
VGM001000742_01_n	585	892
VGM001000742_02_n	583	887
VGM001000743_01_n	1125	885
VGM001000743_02_n	1127	884
VGM001000744_01_n	1134	889
VGM001000744_02_n	1132	894
VGM001000745_01_n	1136	887
VGM001000745_02_n	1140	897
VGM001000746_01_n	1146	892
VGM001000746_02_n	1143	894
VGM001000747_01_n	1145	895
VGM001000747_02_n	1143	894
VGM001000748_01_n	588	886
VGM001000748_02_n	585	890
VGM001000749_01_n	1133	894
VGM001000749_02_n	1126	888
VGM001000750_01_n	591	894
VGM001000750_02_n	581	883
VGM001000751_01_n	1139	890
VGM001000751_02_n	1141	884
VGM001000752_01_n	1758	1135
VGM001000752_02_n	1764	1149
VGM001000753_01_n	1135	889
VGM001000753_02_n	1136	886
VGM001000754_01_n	1143	890
VGM001000754_02_n	1141	890
VGM001000755_01_n	1755	1142
VGM001000755_02_n	1758	1141
VGM001000756_01_n	1132	882
VGM001000756_02_n	1141	890
VGM001000757_01_n	1138	890
VGM001000757_02_n	1141	881
VGM001000758_01_n	1140	893
VGM001000758_02_n	1141	892
VGM001000759_01_n	575	889
VGM001000759_02_n	572	886
VGM001000760_01_n	1127	883
VGM001000760_02_n	1129	883
VGM001000761_01_n	1143	892
VGM001000761_02_n	1138	889
VGM001000762_01_n	1134	890
VGM001000762_02_n	1136	886
VGM001000763_01_n	993	802
VGM001000763_02_n	991	805
VGM001000764_01_n	1137	889
VGM001000764_02_n	1137	889
VGM001000765_01_n	899	1134
VGM001000765_02_n	885	1134
VGM001000766_01_n	1135	888
VGM001000766_02_n	1134	893
VGM001000767_01_n	1132	888
VGM001000767_02_n	1137	887
VGM001000768_01_n	1128	888
VGM001000768_02_n	1123	890
VGM001000769_01_n	1132	890
VGM001000769_02_n	1134	888
VGM001000770_01_n	1125	884
VGM001000770_02_n	1125	884
VGM001000771_01_n	581	886
VGM001000771_02_n	582	886
VGM001000772_01_n	1130	886
VGM001000772_02_n	1128	891
VGM001000773_01_n	568	879
VGM001000773_02_n	577	888
VGM001000774_01_n	1128	888
VGM001000774_02_n	1131	893
VGM001000775_01_n	1131	886
VGM001000775_02_n	1133	888
VGM001000776_01_n	1129	889
VGM001000776_02_n	1126	887
VGM001000777_01_n	1133	890
VGM001000777_02_n	1125	886
VGM001000778_01_n	582	886
VGM001000778_02_n	584	889
VGM001000779_01_n	585	869
VGM001000779_02_n	587	871
VGM001000780_01_n	1131	888
VGM001000780_02_n	1127	886
VGM001000781_01_n	582	883
VGM001000781_02_n	579	890
VGM001000782_01_n	1128	888
VGM001000782_02_n	1127	891
VGM001000783_01_n	1132	886
VGM001000783_02_n	1122	883
VGM001000784_01_n	1121	884
VGM001000784_02_n	1119	883
VGM001000785_01_n	576	883
VGM001000785_02_n	577	881
VGM001000786_01_n	1123	886
VGM001000786_02_n	1121	889
VGM001000787_01_n	1119	884
VGM001000787_02_n	1124	893
VGM001000788_01_n	1131	895
VGM001000788_02_n	1126	892
VGM001000789_01_n	580	573
VGM001000789_02_n	583	579
VGM001000790_01_n	1132	878
VGM001000790_02_n	1132	877
VGM001000791_01_n	585	873
VGM001000791_02_n	580	879
VGM001000792_01_n	1128	887
VGM001000792_02_n	1126	890
VGM001000793_01_n	1128	889
VGM001000793_02_n	1128	888
VGM001000794_01_n	575	444
VGM001000794_02_n	573	444
VGM001000795_01_n	1139	877
VGM001000795_02_n	1133	873
VGM001000796_01_n	1136	877
VGM001000796_02_n	1129	874
VGM001000797_01_n	1135	870
VGM001000797_02_n	1139	874
VGM001000798_01_n	619	886
VGM001000798_02_n	622	879
VGM001000799_01_n	573	377
VGM001000799_02_n	576	384
VGM001000800_01_n	574	451
VGM001000800_02_n	577	454
VGM001000801_01_n	1133	879
VGM001000801_02_n	1132	875
VGM001000802_01_n	1136	890
VGM001000802_02_n	1136	898
VGM001000803_01_n	583	887
VGM001000803_02_n	589	892
VGM001000804_01_n	1142	898
VGM001000804_02_n	1136	889
VGM001000805_01_n	1138	895
VGM001000805_02_n	1128	885
VGM001000806_01_n	1136	891
VGM001000806_02_n	1137	888
VGM001000807_01_n	1139	873
VGM001000807_02_n	1131	875
VGM001000808_01_n	1139	873
VGM001000808_02_n	1132	875
VGM001000809_01_n	1128	895
VGM001000809_02_n	1119	891
VGM001000810_01_n	577	873
VGM001000810_02_n	581	872
VGM001000811_01_n	582	872
VGM001000811_02_n	579	868
VGM001000812_01_n	593	879
VGM001000812_02_n	585	872
VGM001000813_01_n	1125	892
VGM001000813_02_n	1123	893
VGM001000814_01_n	1137	877
VGM001000814_02_n	1131	873
VGM001000815_01_n	582	408
VGM001000815_02_n	572	416
VGM001000816_01_n	618	475
VGM001000816_02_n	622	483
VGM001000817_01_n	581	890
VGM001000817_02_n	564	887
VGM001000818_01_n	1121	888
VGM001000818_02_n	1123	887
VGM001000819_01_n	1128	893
VGM001000819_02_n	1126	894
VGM001000820_01_n	1119	890
VGM001000820_02_n	1122	889
VGM001000821_01_n	1124	888
VGM001000821_02_n	1123	890
VGM001000822_01_n	1119	887
VGM001000822_02_n	1120	887
VGM001000823_01_n	576	452
VGM001000823_02_n	571	454
VGM001000824_01_n	1138	889
VGM001000824_02_n	1141	888
VGM001000825_01_n	1119	890
VGM001000825_02_n	1119	890
VGM001000826_01_n	1142	894
VGM001000826_02_n	1134	889
VGM001000827_01_n	1135	890
VGM001000827_02_n	1141	893
VGM001000828_01_n	1140	893
VGM001000828_02_n	1137	892
VGM001000829_01_n	1136	877
