file	width	height
VGM001000356_02_n	3272	2568
VGM001000357_01_n	1645	2547
VGM001000357_02_n	1704	2560
VGM001000358_01_n	3272	2580
VGM001000358_02_n	3272	2571
VGM001000359_01_n	1645	2530
VGM001000359_02_n	1649	2529
VGM001000360_01_n	3272	2576
VGM001000360_02_n	3244	2526
VGM001000360_02_nL	1617	2526
VGM001000360_02_nR	1625	2526
VGM001000361_01_n	3183	2457
VGM001000361_02_n	3197	2457
VGM001000362_01_n	1614	2455
VGM001000362_02_n	1629	2462
VGM001000363_01_n	3272	2560
VGM001000363_02_n	3272	2560
VGM001000364_01_n	1680	2552
VGM001000364_02_n	1700	2548
VGM001000365_01_n	3272	2548
VGM001000365_02_n	3228	2540
VGM001000366_01_n	3224	2556
VGM001000366_02_n	3232	2541
VGM001000367_01_n	3272	2580
VGM001000367_02_n	3272	2580
VGM001000368_01_n	3272	2580
VGM001000368_02_n	3272	2580
VGM001000369_01_n	1644	2484
VGM001000369_02_n	1648	2464
VGM001000370_01_n	3272	2580
VGM001000370_02_n	3272	2580
VGM001000371_01_n	1732	2536
VGM001000371_02_n	1641	2507
VGM001000372_01_n	3272	2480
VGM001000372_02_n	3242	2488
VGM001000373_01_n	3228	2492
VGM001000373_02_n	3232	2484
VGM001000374_01_n	3217	2498
VGM001000374_02_n	3201	2467
VGM001000375_01_n	1292	1642
VGM001000375_02_n	1290	1648
VGM001000376_01_n	3260	2464
VGM001000376_02_n	3251	2472
VGM001000377_01_n	3240	2492
VGM001000377_02_n	3228	2472
VGM001000378_01_n	3242	2481
VGM001000378_02_n	3254	2473
VGM001000379_01_n	3240	2553
VGM001000379_02_n	3234	2553
VGM001000380_01_n	3202	2564
VGM001000380_02_n	3209	2556
VGM001000381_01_n	3239	2580
VGM001000381_02_n	3236	2559
VGM001000382_01_n	3272	2580
VGM001000382_02_n	3272	2580
VGM001000383_01_n	3272	2580
VGM001000383_02_n	3272	2580
VGM001000384_01_n	3316	2568
VGM001000384_02_n	3308	2580
VGM001000385_01_n	1722	2566
VGM001000385_02_n	1708	2543
VGM001000386_01_n	3288	2584
VGM001000386_02_n	3277	2568
VGM001000387_01_n	3252	2550
VGM001000387_02_n	3272	2550
VGM001000388_01_n	3272	2556
VGM001000388_02_n	3245	2550
VGM001000389_01_n	3272	2579
VGM001000389_02_n	3243	2565
VGM001000390_01_n	3236	2521
VGM001000390_02_n	3272	2550
VGM001000391_01_n	3272	2562
VGM001000391_02_n	3272	2556
VGM001000392_01_n	3254	2547
VGM001000392_02_n	3272	2552
VGM001000393_01_n	3272	2553
VGM001000393_02_n	3272	2545
VGM001000394_01_n	1688	2568
VGM001000394_02_n	1720	2540
VGM001000395_01_n	3272	2549
VGM001000395_02_n	3272	2556
VGM001000396_01_n	3272	2550
VGM001000396_02_n	3272	2541
VGM001000397_01_n	3225	2508
VGM001000397_02_n	3272	2541
VGM001000398_01_n	1700	2552
VGM001000398_02_n	1708	2528
VGM001000399_01_n	3272	2580
VGM001000399_02_n	3272	2580
VGM001000400_01_n	3237	2547
VGM001000400_02_n	3201	2523
VGM001000401_01_n	3176	2512
VGM001000401_02_n	3168	2500
VGM001000402_01_n	3264	2524
VGM001000402_02_n	3260	2528
VGM001000403_01_n	1692	2512
VGM001000403_02_n	1684	2512
VGM001000404_01_n	3232	2528
VGM001000404_02_n	3224	2516
VGM001000405_01_n	3192	2524
VGM001000405_02_n	3188	2512
VGM001000406_01_n	3184	2524
VGM001000406_02_n	3180	2512
VGM001000407_01_n	1636	2520
VGM001000407_02_n	1640	2528
VGM001000408_01_n	3204	2504
VGM001000408_02_n	3216	2504
VGM001000409_01_n	3232	2528
VGM001000409_02_n	3224	2524
VGM001000410_01_n	3240	2536
VGM001000410_02_n	3220	2504
VGM001000411_01_n	1680	2506
VGM001000411_02_n	1684	2524
VGM001000412_01_n	3228	2540
VGM001000412_02_n	3216	2512
VGM001000413_01_n	1648	2524
VGM001000413_02_n	1644	2520
VGM001000414_01_n	3226	2500
VGM001000414_02_n	3220	2532
VGM001000415_01_n	3188	2536
VGM001000415_02_n	3188	2524
VGM001000416_01_n	3220	2528
VGM001000416_02_n	3200	2520
VGM001000417_01_n	3248	2540
VGM001000417_02_n	3256	2524
VGM001000418_01_n	3236	2540
VGM001000418_02_n	3252	2528
VGM001000419_01_n	2532	1644
VGM001000419_02_n	2540	1652
VGM001000420_01_n	3252	2508
VGM001000420_02_n	3260	2520
VGM001000421_01_n	1692	2525
VGM001000421_02_n	1680	2516
VGM001000422_01_n	3268	2528
VGM001000422_02_n	3280	2536
VGM001000423_01_n	1672	2532
VGM001000423_02_n	1676	2536
VGM001000424_01_n	3272	2544
VGM001000424_02_n	3252	2548
VGM001000425_01_n	1688	1138
VGM001000425_02_n	1712	1154
VGM001000426_01_n	3256	2532
VGM001000426_02_n	3252	2536
VGM001000427_01_n	3244	2544
VGM001000427_02_n	3252	2536
VGM001000428_01_n	1680	2540
VGM001000428_02_n	1671	2522
VGM001000429_01_n	3260	2520
VGM001000429_02_n	3232	2532
VGM001000430_01_n	3236	2604
VGM001000430_02_n	3232	2592
VGM001000431_01_n	1672	2528
VGM001000431_02_n	1692	2532
VGM001000432_01_n	3264	2536
VGM001000432_02_n	3276	2536
VGM001000433_01_n	3276	2536
VGM001000433_02_n	3264	2524
VGM001000434_01_n	3256	2548
VGM001000434_02_n	3244	2544
VGM001000435_01_n	3288	2548
VGM001000435_02_n	3292	2556
VGM001000436_01_n	1676	2548
VGM001000436_02_n	1664	2536
VGM001000437_01_n	3236	2572
VGM001000437_02_n	3252	2570
VGM001000438_01_n	3280	2528
VGM001000438_02_n	3272	2552
VGM001000439_01_n	3292	2536
VGM001000439_02_n	3288	2548
VGM001000440_01_n	1688	2528
VGM001000440_02_n	1700	2524
VGM001000441_01_n	3200	2528
VGM001000441_02_n	3204	2516
VGM001000442_01_n	3236	2540
VGM001000442_02_n	3232	2548
VGM001000443_01_n	3272	2520
VGM001000443_02_n	3264	2512
VGM001000444_01_n	3260	2532
VGM001000444_02_n	3272	2528
VGM001000445_01_n	3276	2532
VGM001000445_02_n	3272	2520
VGM001000446_01_n	3264	2528
VGM001000446_02_n	3260	2516
VGM001000447_01_n	3272	2532
VGM001000447_02_n	3272	2528
VGM001000448_01_n	3260	2528
VGM001000448_02_n	3276	2540
VGM001000448r_01_n	3260	2528
VGM001000449_01_n	1712	1133
VGM001000449_02_n	1689	1129
VGM001000450_01_n	3264	2533
VGM001000450_02_n	3272	2548
VGM001000451_01_n	3268	2520
VGM001000451_02_n	3280	2540
VGM001000452_01_n	1696	2520
VGM001000452_02_n	1688	2524
VGM001000453_01_n	3288	2524
VGM001000453_02_n	3304	2536
VGM001000454_01_n	3300	2544
VGM001000454_02_n	3296	2548
VGM001000455_01_n	3252	2560
VGM001000455_02_n	3256	2560
VGM001000456_01_n	3240	2540
VGM001000456_02_n	3236	2564
VGM001000457_01_n	3304	2548
VGM001000457_02_n	3300	2548
VGM001000458_01_n	3248	2544
VGM001000458_02_n	3236	2560
VGM001000459_01_n	3252	2544
VGM001000459_02_n	3248	2532
VGM001000460_01_n	3248	2528
VGM001000460_02_n	3260	2548
VGM001000461_01_n	3240	2548
VGM001000461_02_n	3248	2540
VGM001000462_01_n	3272	2548
VGM001000462_02_n	3264	2532
VGM001000463_01_n	3244	2544
VGM001000463_02_n	3240	2544
VGM001000464_01_n	3244	2532
VGM001000464_02_n	3244	2536
VGM001000465_01_n	3232	2540
VGM001000465_02_n	3236	2544
VGM001000466_01_n	3236	2552
VGM001000466_02_n	3232	2544
VGM001000467_01_n	3244	2552
VGM001000467_02_n	3240	2552
VGM001000468_01_n	3260	2536
VGM001000468_02_n	3260	2540
VGM001000469_01_n	3236	2528
VGM001000469_02_n	3244	2552
VGM001000470_01_n	1680	2540
VGM001000470_02_n	1656	2524
VGM001000471_01_n	3256	2568
VGM001000471_02_n	3240	2556
VGM001000472_01_n	3256	2560
VGM001000472_02_n	3232	2548
VGM001000473_01_n	3256	2564
VGM001000473_02_n	3236	2556
VGM001000474_01_n	3260	2548
VGM001000474_02_n	3236	2548
VGM001000475_01_n	1617	2544
VGM001000475_02_n	1736	2548
VGM001000476_01_n	3272	2540
VGM001000476_02_n	3240	2536
VGM001000477_01_n	3224	2536
VGM001000477_02_n	3224	2540
VGM001000478_01_n	3252	2536
VGM001000478_02_n	3240	2540
VGM001000479_01_n	2534	1623
VGM001000479_02_n	2548	1654
VGM001000480_01_n	3228	2532
VGM001000480_02_n	3224	2536
VGM001000481_01_n	3236	2552
VGM001000481_02_n	3240	2560
VGM001000482_01_n	3208	2540
VGM001000482_02_n	3224	2552
VGM001000483_01_n	3236	2544
VGM001000483_02_n	3220	2556
VGM001000484_01_n	1665	2535
VGM001000484_02_n	1692	2556
VGM001000485_01_n	3228	2544
VGM001000485_02_n	3224	2556
VGM001000486_01_n	3232	2544
VGM001000486_02_n	3236	2544
VGM001000487_01_n	3244	2552
VGM001000487_02_n	3248	2557
VGM001000487_02_nL	1620	2557
VGM001000487_02_nR	1623	2557
VGM001000488_01_n	3244	2548
VGM001000488_02_n	3236	2568
VGM001000489_01_n	3224	2548
VGM001000489_02_n	3228	2552
VGM001000490_01_n	3220	2564
VGM001000490_02_n	3220	2568
VGM001000491_01_n	2564	1628
VGM001000491_02_n	2556	1634
VGM001000492_01_n	3244	2515
VGM001000492_02_n	3224	2520
VGM001000493_01_n	3520	2744
VGM001000493_02_n	3532	2736
VGM001000494_01_n	1826	677
VGM001000494_02_n	1831	705
VGM001000495_01_n	3256	2560
VGM001000495_02_n	3260	2572
VGM001000496_01_n	3060	2388
VGM001000496_02_n	3044	2384
VGM001000497_01_n	1572	2392
VGM001000497_02_n	1576	2404
VGM001000498_01_n	1728	2560
VGM001000498_02_n	1724	2560
VGM001000499_01_n	3248	2532
VGM001000499_02_n	3236	2528
VGM001000500_01_n	1352	2280
VGM001000500_02_n	1376	2292
VGM001000501_01_n	1368	2288
VGM001000501_02_n	1364	2292
VGM001000502_01_n	1668	2516
VGM001000502_02_n	1692	2548
VGM001000503_01_n	3222	2517
VGM001000503_02_n	3264	2552
VGM001000504_01_n	3240	2528
VGM001000504_02_n	3260	2544
VGM001000505_01_n	3224	2556
VGM001000505_02_n	3204	2544
VGM001000506_01_n	1656	1318
VGM001000506_02_n	1668	1306
VGM001000507_01_n	3220	2544
VGM001000507_02_n	3200	2540
VGM001000508_01_n	1687	1133
VGM001000508_02_n	1712	1150
VGM001000509_01_n	3240	2548
VGM001000509_02_n	3236	2532
VGM001000510_01_n	3276	2544
VGM001000510_02_n	3272	2544
VGM001000511_01_n	3284	2568
VGM001000511_02_n	3262	2550
VGM001000512_01_n	1653	2554
VGM001000512_02_n	1680	2556
VGM001000513_01_n	3268	2560
VGM001000513_02_n	3272	2550
VGM001000514_01_n	3228	2556
VGM001000514_02_n	3236	2556
VGM001000515_01_n	3268	2560
VGM001000515_02_n	3263	2556
VGM001000516_01_n	3236	2532
VGM001000516_02_n	3224	2528
VGM001000517_01_n	3244	2544
VGM001000517_02_n	3252	2572
VGM001000518_01_n	3264	2580
VGM001000518_02_n	3256	2556
VGM001000519_01_n	1720	2556
VGM001000519_02_n	1732	2560
VGM001000520_01_n	3252	2560
VGM001000520_02_n	3252	2564
VGM001000521_01_n	3256	2556
VGM001000521_02_n	3240	2536
VGM001000522_01_n	1652	1298
VGM001000522_02_n	1648	1306
VGM001000523_01_n	1652	1317
VGM001000523_02_n	1684	1305
VGM001000524_01_n	3260	2576
VGM001000524_02_n	3252	2580
VGM001000525_01_n	1688	2060
VGM001000525_02_n	1685	2054
VGM001000526_01_n	3280	2564
VGM001000526_02_n	3252	2568
VGM001000527_01_n	3246	2532
VGM001000527_02_n	3260	2540
VGM001000528_01_n	3252	2514
VGM001000528_02_n	3252	2528
VGM001000529_01_n	2548	1658
VGM001000529_02_n	2580	1672
VGM001000530_01_n	3256	2580
VGM001000530_02_n	3236	2559
VGM001000531_01_n	3235	2549
VGM001000531_02_n	3236	2568
VGM001000532_01_n	3224	2520
VGM001000532_02_n	3212	2540
VGM001000533_01_n	3216	2530
VGM001000533_02_n	3204	2560
VGM001000534_01_n	3204	2556
VGM001000534_02_n	3192	2556
VGM001000535_01_n	3208	2528
VGM001000535_02_n	3200	2528
VGM001000536_01_n	3224	2552
VGM001000536_02_n	3220	2560
VGM001000537_01_n	3147	2505
VGM001000537_02_n	3159	2494
VGM001000538_01_n	3284	2540
VGM001000538_02_n	3272	2532
VGM001000539_01_n	3224	2550
VGM001000539_02_n	3228	2552
VGM001000540_01_n	3220	2557
VGM001000540_02_n	3200	2532
VGM001000541_01_n	1680	2524
VGM001000541_02_n	1680	2532
VGM001000542_01_n	3255	2551
VGM001000542_02_n	3264	2540
VGM001000543_01_n	1676	2532
VGM001000543_02_n	1676	2532
VGM001000544_01_n	1688	2544
VGM001000544_02_n	1672	2548
VGM001000545_01_n	1724	2548
VGM001000545_02_n	1716	2556
VGM001000546_01_n	3284	2550
VGM001000546_02_n	3275	2538
VGM001000547_01_n	1676	2524
VGM001000547_02_n	1688	2528
VGM001000548_01_n	3172	2536
VGM001000548_02_n	3162	2534
VGM001000549_01_n	1656	2528
VGM001000549_02_n	1632	2512
VGM001000550_01_n	1658	2549
VGM001000550_02_n	1666	2542
VGM001000551_01_n	1289	1701
VGM001000551_02_n	1327	1717
VGM001000552_01_n	1394	919
VGM001000552_02_n	1398	932
VGM001000553_01_n	3224	2512
VGM001000553_02_n	3233	2537
VGM001000554_01_n	1657	2512
VGM001000554_02_n	1674	2512
VGM001000555_01_n	3145	2537
VGM001000555_02_n	3146	2533
VGM001000556_01_n	3183	2512
VGM001000556_02_n	3179	2512
VGM001000557_01_n	3161	2525
VGM001000557_02_n	3158	2524
VGM001000558_01_n	3145	2512
VGM001000558_02_n	3158	2524
VGM001000559_01_n	3204	2541
VGM001000559_02_n	3233	2566
VGM001000560_01_n	3233	2546
VGM001000560_02_n	3230	2544
VGM001000561_01_n	2535	1598
VGM001000561_02_n	2530	1609
VGM001000562_01_n	3208	2529
VGM001000562_02_n	3222	2540
VGM001000563_01_n	1674	2541
VGM001000563_02_n	1645	2534
VGM001000564_01_n	3234	2544
VGM001000564_02_n	3234	2562
VGM001000565_01_n	3131	2548
VGM001000565_02_n	3134	2551
VGM001000566_01_n	2693	2149
VGM001000566_02_n	2692	2152
VGM001000567_01_n	3223	2551
VGM001000567_02_n	3237	2560
VGM001000568_01_n	3240	2559
VGM001000568_02_n	3232	2570
VGM001000569_01_n	1671	2533
VGM001000569_02_n	1645	2512
VGM001000570_01_n	3223	2523
VGM001000570_02_n	3234	2519
VGM001000571_01_n	3216	2523
VGM001000571_02_n	3216	2512
VGM001000572_01_n	3231	2455
VGM001000572_02_n	3234	2455
VGM001000573_01_n	3166	2530
VGM001000573_02_n	3173	2526
VGM001000574_01_n	2554	1621
VGM001000574_02_n	2538	1614
VGM001000575_01_n	2535	1591
VGM001000575_02_n	2539	1597
VGM001000576_01_n	3231	2526
VGM001000576_02_n	3238	2523
VGM001000577_01_n	3234	2512
VGM001000577_02_n	3230	2518
VGM001000578_01_n	3199	2551
VGM001000578_02_n	3198	2544
VGM001000579_01_n	3227	2537
VGM001000579_02_n	3224	2512
VGM001000580_01_n	1684	2530
VGM001000580_02_n	1666	2526
VGM001000581_01_n	3206	2535
VGM001000581_02_n	3199	2530
VGM001000582_01_n	742	980
VGM001000582_02_n	765	987
VGM001000583_01_n	3187	2512
VGM001000583_02_n	3180	2512
VGM001000584_01_n	3188	2523
VGM001000584_02_n	3188	2496
VGM001000585_01_n	1663	2512
VGM001000585_02_n	1656	2512
VGM001000586_01_n	3230	2562
VGM001000586_02_n	3209	2562
VGM001000587_01_n	3152	2526
VGM001000587_02_n	3145	2523
VGM001000588_01_n	3202	2537
VGM001000588_02_n	3223	2534
VGM001000589_01_n	3219	2526
VGM001000589_02_n	3227	2537
VGM001000590_01_n	1642	2512
VGM001000590_02_n	1660	2512
VGM001000591_01_n	3184	2541
VGM001000591_02_n	3177	2533
VGM001000592_01_n	3234	2530
VGM001000592_02_n	3219	2529
VGM001000593_01_n	1656	2519
VGM001000593_02_n	1624	2513
VGM001000594_01_n	3296	2500
VGM001000594_02_n	3287	2512
VGM001000595_01_n	3234	2558
VGM001000595_02_n	3217	2540
VGM001000596_01_n	1628	2533
VGM001000596_02_n	1616	2533
VGM001000597_01_n	3152	2526
VGM001000597_01_nL	1575	2526
VGM001000597_01_nR	1581	2526
VGM001000597_02_n	3146	2530
VGM001000598_01_n	3227	2566
VGM001000598_02_n	3224	2554
VGM001000599_01_n	3283	2512
VGM001000599_02_n	3287	2530
VGM001000600_01_n	3287	2537
VGM001000600_02_n	3291	2526
VGM001000601_01_n	1611	2550
VGM001000601_02_n	1660	2548
VGM001000602_01_n	3214	2554
VGM001000602_02_n	3214	2572
VGM001000603_01_n	3203	2557
VGM001000603_02_n	3209	2551
VGM001000604_01_n	3250	2590
VGM001000604_02_n	3217	2563
VGM001000605_01_n	3182	2563
VGM001000605_02_n	3202	2572
VGM001000606_01_n	3160	2512
VGM001000606_02_n	3164	2531
VGM001000607_01_n	3194	2528
VGM001000607_02_n	3176	2521
VGM001000608_01_n	3225	2572
VGM001000608_02_n	3199	2578
VGM001000609_01_n	3202	2554
VGM001000609_02_n	3188	2564
VGM001000610_01_n	3229	2563
VGM001000610_02_n	3193	2590
VGM001000611_01_n	3190	2548
VGM001000611_02_n	3216	2559
VGM001000612_01_n	3178	2531
VGM001000612_02_n	3173	2546
VGM001000613_01_n	1666	2554
VGM001000613_02_n	1660	2524
VGM001000614_01_n	1768	1033
VGM001000614_02_n	1762	1033
VGM001000615_01_n	3151	2531
VGM001000615_02_n	3147	2534
VGM001000616_01_n	3208	2584
VGM001000616_02_n	3214	2578
VGM001000617_01_n	3162	2532
VGM001000617_02_n	3178	2542
VGM001000618_01_n	3162	2428
VGM001000618_02_n	3202	2458
VGM001000619_01_n	3259	2591
VGM001000619_02_n	3278	2587
VGM001000620_01_n	3236	2550
VGM001000620_02_n	3221	2552
VGM001000621_01_n	3236	2544
VGM001000621_02_n	3248	2558
VGM001000622_01_n	3216	2562
VGM001000622_02_n	3249	2590
VGM001000623_01_n	2080	1638
VGM001000623_02_n	2116	1656
VGM001000624_01_n	3232	2602
VGM001000624_02_n	3238	2596
VGM001000625_01_n	3220	2584
VGM001000625_02_n	3165	2564
VGM001000626_01_n	1720	2590
VGM001000626_02_n	1660	2566
VGM001000627_01_n	3202	2579
VGM001000627_02_n	3232	2590
VGM001000628_01_n	3208	2578
VGM001000628_02_n	3221	2057
VGM001000629_01_n	1668	1792
VGM001000629_02_n	1720	2096
VGM001000630_01_n	3232	2051
VGM001000630_02_n	3237	2321
VGM001000631_01_n	3208	2060
VGM001000631_02_n	3208	2304
VGM001000632_01_n	3162	2546
VGM001000632_02_n	3173	2534
VGM001000633_01_n	3161	2533
VGM001000633_01_nL	1581	2533
VGM001000633_01_nR	1578	2533
VGM001000633_02_n	3158	2529
VGM001000633_02_nL	1593	2529
VGM001000633_02_nR	1566	2529
VGM001000634_01_n	3200	2549
VGM001000634_02_n	3205	2556
VGM001000635_01_n	3220	2596
VGM001000635_02_n	3244	2614
VGM001000636_01_n	3203	2568
VGM001000636_02_n	3225	2582
VGM001000637_01_n	3156	2547
VGM001000637_02_n	3138	2549
VGM001000638_01_n	3233	2558
VGM001000638_02_n	3210	2569
VGM001000639_01_n	3244	2590
VGM001000639_02_n	3262	2608
VGM001000640_01_n	3250	2596
VGM001000640_02_n	3214	2578
VGM001000641_01_n	1690	2572
VGM001000641_02_n	1678	2572
VGM001000642_01_n	3196	2557
VGM001000642_02_n	3196	2566
VGM001000643_01_n	3292	2602
VGM001000643_02_n	3291	2602
VGM001000644_01_n	3238	2594
VGM001000644_02_n	3220	2584
VGM001000645_01_n	3224	2574
VGM001000645_02_n	3238	2590
VGM001000646_01_n	3192	2559
VGM001000646_02_n	3256	2593
VGM001000647_01_n	3190	2584
VGM001000647_02_n	3175	2557
VGM001000648_01_n	3170	2570
VGM001000648_02_n	3184	2578
VGM001000649_01_n	3220	2524
VGM001000649_02_n	3232	2512
VGM001000650_01_n	3232	2524
VGM001000650_02_n	3190	2506
VGM001000651_01_n	3292	2581
VGM001000651_02_n	3291	2578
VGM001000652_01_n	1678	2542
VGM001000652_02_n	1700	2534
VGM001000653_01_n	1726	2548
VGM001000653_02_n	1726	2554
VGM001000654_01_n	3316	2585
VGM001000654_02_n	3292	2561
VGM001000655_01_n	3296	2578
VGM001000655_02_n	3310	2596
VGM001000656_01_n	5122	3364
VGM001000656_02_n	5128	3320
VGM001000657_01_n	3289	2594
VGM001000657_02_n	3297	2580
VGM001000658_01_n	3279	2584
VGM001000658_02_n	3292	2584
VGM001000659_01_n	3267	2588
VGM001000659_02_n	3291	2626
VGM001000660_01_n	3300	2571
VGM001000660_02_n	3291	2566
VGM001000661_01_n	3351	2608
VGM001000661_02_n	3351	2626
VGM001000662_01_n	3303	2547
VGM001000662_02_n	3309	2563
VGM001000663_01_n	3270	2516
VGM001000663_02_n	3275	2519
VGM001000664_01_n	3213	2556
VGM001000664_02_n	3228	2554
VGM001000665_01_n	3207	2553
VGM001000665_02_n	3237	2567
VGM001000666_01_n	3321	2576
VGM001000666_02_n	3340	2590
VGM001000667_01_n	3267	2626
VGM001000667_02_n	3321	2644
VGM001000668_01_n	3222	2546
VGM001000668_02_n	3291	2602
VGM001000669_01_n	3357	2620
VGM001000669_02_n	3358	2626
VGM001000670_01_n	3285	2538
VGM001000670_02_n	3302	2562
VGM001000671_01_n	3243	2570
VGM001000671_02_n	3222	2585
VGM001000672_01_n	3255	2614
VGM001000672_02_n	3228	2582
VGM001000673_01_n	3327	2627
VGM001000673_02_n	3333	2668
VGM001000674_01_n	3327	2644
VGM001000674_02_n	3351	2668
VGM001000675_01_n	2429	1367
VGM001000675_02_n	2435	1357
VGM001000676_01_n	3873	3022
VGM001000676_02_n	3898	3064
VGM001000677_01_n	2746	2206
VGM001000677_02_n	2733	2187
VGM001000678_01_n	2769	2186
VGM001000678_02_n	2793	2242
VGM001000679_01_n	3231	2572
VGM001000679_02_n	3219	2554
VGM001000680_01_n	3249	2584
VGM001000680_02_n	3255	2590
VGM001000681_01_n	3192	2549
VGM001000681_02_n	3243	2590
VGM001000682_01_n	2865	2224
VGM001000682_02_n	2842	2206
VGM001000683_01_n	3339	2638
VGM001000683_02_n	3327	2650
VGM001000684_01_n	3292	2626
VGM001000684_02_n	3327	2618
VGM001000685_01_n	3291	2626
VGM001000685_02_n	3285	2601
VGM001000686_01_n	3243	2501
VGM001000686_02_n	3249	2524
VGM001000687_01_n	3249	2524
VGM001000687_02_n	3243	2524
VGM001000688_01_n	3231	2536
VGM001000688_02_n	3207	2468
VGM001000688_02_nL	1607	2468
VGM001000688_02_nR	1599	2468
VGM001000689_01_n	3273	2554
VGM001000689_02_n	3273	2554
VGM001000690_01_n	3273	2560
VGM001000690_02_n	3244	2566
VGM001000691_01_n	1704	2528
VGM001000691_02_n	1704	2552
VGM001000692_01_n	3198	2481
VGM001000692_02_n	3228	2516
VGM001000693_01_n	3288	2552
VGM001000693_02_n	3288	2538
VGM001000694_01_n	3317	2566
VGM001000694_02_n	3288	2552
VGM001000695_01_n	3288	2552
VGM001000695_02_n	3288	2570
VGM001000696_01_n	2664	2111
VGM001000696_02_n	2697	2105
VGM001000697_01_n	3282	2563
VGM001000697_02_n	3318	2576
VGM001000698_01_n	2667	2110
VGM001000698_02_n	2697	2129
VGM001000699_01_n	3330	2624
VGM001000699_02_n	3311	2591
VGM001000700_01_n	3240	2496
VGM001000700_02_n	3201	2490
VGM001000701_01_n	3219	2512
VGM001000701_02_n	3243	2482
VGM001000702_01_n	3223	2482
VGM001000702_02_n	3216	2473
VGM001000703_01_n	3213	2487
VGM001000703_02_n	3213	2482
VGM001000704_01_n	3231	2479
VGM001000704_02_n	3219	2479
VGM001000705_01_n	3198	2455
VGM001000705_02_n	3213	2476
VGM001000706_01_n	3201	2482
VGM001000706_02_n	3222	2494
VGM001000707_01_n	3210	2493
VGM001000707_02_n	3201	2489
VGM001000708_01_n	3204	2482
VGM001000708_02_n	3192	2461
VGM001000709_01_n	3201	2467
VGM001000709_02_n	3228	2492
VGM001000710_01_n	3201	2470
VGM001000710_02_n	3189	2467
VGM001000711_01_n	1704	2458
VGM001000711_02_n	1740	2486
VGM001000712_01_n	1641	2472
VGM001000712_02_n	1662	2473
VGM001000713_01_n	3207	2491
VGM001000713_02_n	3192	2473
VGM001000714_01_n	3216	2488
VGM001000714_02_n	3216	2474
VGM001000715_01_n	3207	2455
VGM001000715_02_n	3222	2470
VGM001000716_01_n	3170	2417
VGM001000716_02_n	3156	2434
VGM001000717_01_n	1639	2468
VGM001000717_02_n	1650	2479
VGM001000718_01_n	3258	2474
VGM001000718_02_n	3216	2458
VGM001000719_01_n	1698	2504
VGM001000719_02_n	1740	2536
VGM001000720_01_n	3201	2461
VGM001000720_02_n	3201	2452
VGM001000721_01_n	3225	2476
VGM001000721_02_n	3222	2479
VGM001000722_01_n	4378	2882
VGM001000722_02_n	4383	2896
VGM001000723_01_n	2694	2114
VGM001000723_02_n	2664	2128
VGM001000724_01_n	5003	3266
VGM001000724_02_n	4991	3272
VGM001000725_01_n	3198	2546
VGM001000725_02_n	3264	2576
VGM001000726_01_n	3210	2492
VGM001000726_02_n	3192	2492
VGM001000727_01_n	3219	2454
VGM001000727_02_n	3216	2463
VGM001000728_01_n	3210	2492
VGM001000728_02_n	3189	2458
VGM001000729_01_n	1692	2576
VGM001000729_02_n	1707	2570
VGM001000730_01_n	2688	2124
VGM001000730_02_n	2688	2132
VGM001000731_01_n	2682	2121
VGM001000731_02_n	2676	2120
VGM001000732_01_n	3259	2553
VGM001000732_02_n	3252	2570
VGM001000733_01_n	1701	2552
VGM001000733_02_n	1680	2588
VGM001000734_01_n	3288	2558
VGM001000734_02_n	3288	2582
VGM001000735_01_n	3255	2547
VGM001000735_02_n	3288	2576
VGM001000736_01_n	3183	2464
VGM001000736_02_n	3168	2484
VGM001000737_01_n	3234	2544
VGM001000737_02_n	3234	2544
VGM001000738_01_n	3245	2541
VGM001000738_02_n	3238	2523
VGM001000739_01_n	3252	2544
VGM001000739_02_n	3241	2554
VGM001000740_01_n	1688	2558
VGM001000740_02_n	1686	2542
VGM001000741_01_n	3248	2537
VGM001000741_02_n	3230	2551
VGM001000742_01_n	1670	2548
VGM001000742_02_n	1666	2533
VGM001000743_01_n	3215	2528
VGM001000743_02_n	3219	2525
VGM001000744_01_n	3241	2541
VGM001000744_02_n	3234	2555
VGM001000745_01_n	3245	2533
VGM001000745_02_n	3256	2562
VGM001000746_01_n	3273	2548
VGM001000746_02_n	3266	2555
VGM001000747_01_n	3270	2558
VGM001000747_02_n	3266	2555
VGM001000748_01_n	1681	2530
VGM001000748_02_n	1670	2544
VGM001000749_01_n	3238	2555
VGM001000749_02_n	3216	2537
VGM001000750_01_n	1689	2553
VGM001000750_02_n	1660	2523
VGM001000751_01_n	3255	2544
VGM001000751_02_n	3259	2526
VGM001000752_01_n	5023	3243
VGM001000752_02_n	5039	3283
VGM001000753_01_n	3244	2541
VGM001000753_02_n	3245	2530
VGM001000754_01_n	3266	2544
VGM001000754_02_n	3259	2544
VGM001000755_01_n	5015	3263
VGM001000755_02_n	5022	3259
VGM001000756_01_n	3235	2519
VGM001000756_02_n	3259	2544
VGM001000757_01_n	3252	2544
VGM001000757_02_n	3259	2516
VGM001000758_01_n	3256	2551
VGM001000758_02_n	3259	2548
VGM001000759_01_n	1642	2540
VGM001000759_02_n	1635	2531
VGM001000760_01_n	3220	2523
VGM001000760_02_n	3226	2523
